"","chr_id","type","feature","start","stop","strand","gene_id","gene_version","gene_name","gene_source","gene_biotype","transcript_id","transcript_version","transcript_name","transcript_source","transcript_biotype","tag","transcript_support_level","exon_number","exon_id","exon_version","protein_id","protein_version","ccds_id","is_poisonous_exon"
"ENSG00000168546.1297655","8","havana","exon",21782585,21783142,"-","ENSG00000168546","11","GFRA2","ensembl_havana","protein_coding","ENST00000306793","4","GFRA2-201","havana","nonsense_mediated_decay",NA,"5","2","ENSE00002121573","1",NA,NA,NA,TRUE
"ENSG00000168575.1320404","8","havana","exon",42471067,42471201,"-","ENSG00000168575","10","SLC20A2","ensembl_havana","protein_coding","ENST00000524211","1","SLC20A2-213","havana","nonsense_mediated_decay",NA,"5","3","ENSE00002112020","1",NA,NA,NA,TRUE
"ENSG00000168589.2307938","16","ensembl_havana","exon",80547758,80547847,"+","ENSG00000168589","15","DYNLRB2","ensembl_havana","protein_coding","ENST00000338542","9","DYNLRB2-202","ensembl_havana","nonsense_mediated_decay",NA,"1","3","ENSE00001375628","4",NA,NA,NA,TRUE
"ENSG00000168589.2307953","16","havana","exon",80548943,80549651,"+","ENSG00000168589","15","DYNLRB2","ensembl_havana","protein_coding","ENST00000561880","1","DYNLRB2-203","havana","nonsense_mediated_decay",NA,"2","3","ENSE00002608084","1",NA,NA,NA,TRUE
"ENSG00000168591.2416982","17","havana","exon",44189424,44189588,"+","ENSG00000168591","16","TMUB2","ensembl_havana","protein_coding","ENST00000588413","5","TMUB2-210","havana","nonsense_mediated_decay",NA,"2","4","ENSE00003635473","1",NA,NA,NA,TRUE
"ENSG00000168591.2417041","17","havana","exon",44189424,44189588,"+","ENSG00000168591","16","TMUB2","ensembl_havana","protein_coding","ENST00000587775","1","TMUB2-208","havana","nonsense_mediated_decay",NA,"3","4","ENSE00003635473","1",NA,NA,NA,TRUE
"ENSG00000168591.2417053","17","ensembl_havana","exon",44189424,44189588,"+","ENSG00000168591","16","TMUB2","ensembl_havana","protein_coding","ENST00000587326","1","TMUB2-206","ensembl_havana","nonsense_mediated_decay",NA,"1","2","ENSE00003465866","1",NA,NA,NA,TRUE
"ENSG00000168658.349889","2","havana","exon",98119520,98119763,"+","ENSG00000168658","19","VWA3B","ensembl_havana","protein_coding","ENST00000432242","5","VWA3B-204","havana","nonsense_mediated_decay",NA,"1","4","ENSE00001783676","1",NA,NA,NA,TRUE
"ENSG00000168658.350033","2","havana","exon",98216755,98216975,"+","ENSG00000168658","19","VWA3B","ensembl_havana","protein_coding","ENST00000433678","5","VWA3B-205","havana","nonsense_mediated_decay",NA,"1","14","ENSE00003663040","1",NA,NA,NA,TRUE
"ENSG00000168658.350221","2","havana","exon",98216755,98216975,"+","ENSG00000168658","19","VWA3B","ensembl_havana","protein_coding","ENST00000495571","5","VWA3B-220","havana","nonsense_mediated_decay","cds_start_NF","1","4","ENSE00003663040","1",NA,NA,NA,TRUE
"ENSG00000168701.2286504","16","havana","exon",67228495,67228657,"+","ENSG00000168701","19","TMEM208","ensembl_havana","protein_coding","ENST00000562235","5","TMEM208-203","havana","nonsense_mediated_decay",NA,"2","4","ENSE00002588021","1",NA,NA,NA,TRUE
"ENSG00000168701.2286532","16","havana","exon",67227614,67227931,"+","ENSG00000168701","19","TMEM208","ensembl_havana","protein_coding","ENST00000564087","2","TMEM208-208","havana","nonsense_mediated_decay",NA,"5","2","ENSE00002583023","2",NA,NA,NA,TRUE
"ENSG00000168724.803642","5","havana","exon",34937330,34937630,"+","ENSG00000168724","17","DNAJC21","ensembl_havana","protein_coding","ENST00000646714","1","DNAJC21-210","havana","nonsense_mediated_decay",NA,NA,"5","ENSE00003816591","1",NA,NA,NA,TRUE
"ENSG00000168781.2114811","15","havana","exon",43581227,43581429,"-","ENSG00000168781","22","PPIP5K1","ensembl_havana","protein_coding","ENST00000427877","1","PPIP5K1-210","havana","nonsense_mediated_decay","cds_start_NF","4","3","ENSE00001805700","1",NA,NA,NA,TRUE
"ENSG00000168785.732345","4","havana","exon",98484385,98484441,"-","ENSG00000168785","8","TSPAN5","ensembl_havana","protein_coding","ENST00000515440","5","TSPAN5-210","havana","nonsense_mediated_decay","cds_start_NF","3","4","ENSE00002068666","1",NA,NA,NA,TRUE
"ENSG00000168785.732393","4","havana","exon",98484399,98484598,"-","ENSG00000168785","8","TSPAN5","ensembl_havana","protein_coding","ENST00000511800","5","TSPAN5-208","havana","nonsense_mediated_decay",NA,"3","4","ENSE00002026231","1",NA,NA,NA,TRUE
"ENSG00000168802.2294430","16","havana","exon",69120107,69120622,"-","ENSG00000168802","13","CHTF8","ensembl_havana","protein_coding","ENST00000519534","1","CHTF8-204","havana","nonsense_mediated_decay","cds_start_NF","2","1","ENSE00002106749","1",NA,NA,NA,TRUE
"ENSG00000168807.2294789","16","havana","exon",69235748,69235833,"+","ENSG00000168807","16","SNTB2","ensembl_havana","protein_coding","ENST00000524887","5","SNTB2-204","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00002197354","1",NA,NA,NA,TRUE
"ENSG00000168826.677127","4","havana","exon",4302311,4303091,"+","ENSG00000168826","16","ZBTB49","ensembl_havana","protein_coding","ENST00000503703","5","ZBTB49-203","havana","nonsense_mediated_decay",NA,"1","3","ENSE00002066347","1",NA,NA,NA,TRUE
"ENSG00000168872.2297588","16","havana","exon",70361418,70361636,"+","ENSG00000168872","17","DDX19A","ensembl_havana","protein_coding","ENST00000569771","5","DDX19A-214","havana","nonsense_mediated_decay",NA,"1","5","ENSE00002621759","1",NA,NA,NA,TRUE
"ENSG00000168872.2297662","16","havana","exon",70347875,70347990,"+","ENSG00000168872","17","DDX19A","ensembl_havana","protein_coding","ENST00000561574","5","DDX19A-203","havana","nonsense_mediated_decay",NA,"4","2","ENSE00002593670","1",NA,NA,NA,TRUE
"ENSG00000168872.2297683","16","havana","exon",70356129,70356247,"+","ENSG00000168872","17","DDX19A","ensembl_havana","protein_coding","ENST00000562649","6","DDX19A-206","havana","nonsense_mediated_decay",NA,"5","4","ENSE00002592165","1",NA,NA,NA,TRUE
"ENSG00000168876.1621152","11","havana","exon",94496604,94497118,"+","ENSG00000168876","9","ANKRD49","ensembl_havana","protein_coding","ENST00000534911","1","ANKRD49-202","havana","nonsense_mediated_decay",NA,"2","2","ENSE00002323639","1",NA,NA,NA,TRUE
"ENSG00000168876.1621184","11","havana","exon",94497902,94497964,"+","ENSG00000168876","9","ANKRD49","ensembl_havana","protein_coding","ENST00000544514","1","ANKRD49-209","havana","nonsense_mediated_decay",NA,"4","3","ENSE00002263523","1",NA,NA,NA,TRUE
"ENSG00000168887.338269","2","havana","exon",85611668,85611935,"-","ENSG00000168887","11","C2orf68","ensembl_havana","protein_coding","ENST00000420686","5","C2orf68-203","havana","nonsense_mediated_decay","cds_start_NF","2","1","ENSE00001627480","1",NA,NA,NA,TRUE
"ENSG00000168887.338278","2","havana","exon",85611744,85612066,"-","ENSG00000168887","11","C2orf68","ensembl_havana","protein_coding","ENST00000423181","1","C2orf68-204","havana","nonsense_mediated_decay",NA,"1","1","ENSE00001618042","1",NA,NA,NA,TRUE
"ENSG00000168890.337885","2","havana","exon",85601306,85601482,"-","ENSG00000168890","14","TMEM150A","ensembl_havana","protein_coding","ENST00000422458","6","TMEM150A-205","havana","nonsense_mediated_decay",NA,"3","1","ENSE00003635775","1",NA,NA,NA,TRUE
"ENSG00000168890.337901","2","havana","exon",85601306,85601482,"-","ENSG00000168890","14","TMEM150A","ensembl_havana","protein_coding","ENST00000451147","5","TMEM150A-210","havana","nonsense_mediated_decay",NA,"3","2","ENSE00003635775","1",NA,NA,NA,TRUE
"ENSG00000168890.337938","2","havana","exon",85601306,85601482,"-","ENSG00000168890","14","TMEM150A","ensembl_havana","protein_coding","ENST00000433956","1","TMEM150A-208","havana","nonsense_mediated_decay",NA,"3","3","ENSE00003675196","1",NA,NA,NA,TRUE
"ENSG00000168894.337787","2","havana","exon",85596857,85596931,"+","ENSG00000168894","10","RNF181","ensembl_havana","protein_coding","ENST00000443647","5","RNF181-204","havana","nonsense_mediated_decay",NA,"2","3","ENSE00001805658","1",NA,NA,NA,TRUE
"ENSG00000168904.2186769","15","havana","exon",99285768,99285784,"+","ENSG00000168904","15","LRRC28","ensembl_havana","protein_coding","ENST00000561253","5","LRRC28-220","havana","nonsense_mediated_decay",NA,"4","4","ENSE00002540861","1",NA,NA,NA,TRUE
"ENSG00000168904.2186913","15","havana","exon",99386030,99386327,"+","ENSG00000168904","15","LRRC28","ensembl_havana","protein_coding","ENST00000560236","1","LRRC28-218","havana","nonsense_mediated_decay","cds_start_NF","4","2","ENSE00002572096","1",NA,NA,NA,TRUE
"ENSG00000168907.2109427","15","havana","exon",42154322,42154525,"-","ENSG00000168907","13","PLA2G4F","ensembl_havana","protein_coding","ENST00000565553","1","PLA2G4F-206","havana","nonsense_mediated_decay",NA,"4","3","ENSE00002576910","1",NA,NA,NA,TRUE
"ENSG00000168918.465688","2","havana","exon",233204642,233205114,"+","ENSG00000168918","14","INPP5D","ensembl_havana","protein_coding","ENST00000491070","1","INPP5D-211","havana","nonsense_mediated_decay","cds_start_NF","5","1","ENSE00001927101","1",NA,NA,NA,TRUE
"ENSG00000168925.2305003","16","havana","exon",75224817,75225397,"+","ENSG00000168925","12","CTRB1","ensembl_havana","protein_coding","ENST00000642378","1","CTRB1-203","havana","nonsense_mediated_decay","cds_start_NF",NA,"1","ENSE00003828434","1",NA,NA,NA,TRUE
"ENSG00000168936.671650","4","havana","exon",1718152,1718235,"-","ENSG00000168936","11","TMEM129","ensembl_havana","protein_coding","ENST00000460722","1","TMEM129-203","havana","nonsense_mediated_decay","cds_start_NF","1","1","ENSE00001831474","1",NA,NA,NA,TRUE
"ENSG00000168936.671652","4","havana","exon",1717516,1717703,"-","ENSG00000168936","11","TMEM129","ensembl_havana","protein_coding","ENST00000460722","1","TMEM129-203","havana","nonsense_mediated_decay","cds_start_NF","1","2","ENSE00001891380","1",NA,NA,NA,TRUE
"ENSG00000168936.671664","4","havana","exon",1718986,1719228,"-","ENSG00000168936","11","TMEM129","ensembl_havana","protein_coding","ENST00000480360","1","TMEM129-205","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00001919886","1",NA,NA,NA,TRUE
"ENSG00000168944.856996","5","havana","exon",123403217,123403344,"-","ENSG00000168944","15","CEP120","ensembl_havana","protein_coding","ENST00000508138","5","CEP120-205","havana","nonsense_mediated_decay",NA,"1","7","ENSE00002062997","1",NA,NA,NA,TRUE
"ENSG00000168944.857050","5","havana","exon",123389924,123390365,"-","ENSG00000168944","15","CEP120","ensembl_havana","protein_coding","ENST00000513565","6","CEP120-208","havana","nonsense_mediated_decay",NA,"1","8","ENSE00002063335","1",NA,NA,NA,TRUE
"ENSG00000168952.2003594","14","havana","exon",24878652,24878813,"-","ENSG00000168952","15","STXBP6","ensembl_havana","protein_coding","ENST00000548182","1","STXBP6-205","havana","nonsense_mediated_decay",NA,"2","4","ENSE00002348194","1",NA,NA,NA,TRUE
"ENSG00000168961.2375858","17","havana","exon",27640643,27640773,"+","ENSG00000168961","17","LGALS9","ensembl_havana","protein_coding","ENST00000580779","5","LGALS9-212","havana","nonsense_mediated_decay",NA,"5","3","ENSE00003570418","1",NA,NA,NA,TRUE
"ENSG00000168961.2375951","17","havana","exon",27640643,27640773,"+","ENSG00000168961","17","LGALS9","ensembl_havana","protein_coding","ENST00000467111","5","LGALS9-205","havana","nonsense_mediated_decay",NA,"2","3","ENSE00003570418","1",NA,NA,NA,TRUE
"ENSG00000168970.2108728","15","havana","exon",41837068,41837374,"+","ENSG00000168970","22","JMJD7-PLA2G4B","ensembl_havana","protein_coding","ENST00000487292","1","JMJD7-PLA2G4B-204","havana","nonsense_mediated_decay","cds_start_NF","2","2","ENSE00001549828","3",NA,NA,NA,TRUE
"ENSG00000169016.275433","2","havana","exon",11453582,11453722,"-","ENSG00000169016","17","E2F6","ensembl_havana","protein_coding","ENST00000428221","5","E2F6-204","havana","nonsense_mediated_decay",NA,"1","3","ENSE00001632597","1",NA,NA,NA,TRUE
"ENSG00000169045.914178","5","havana","exon",179621843,179621976,"-","ENSG00000169045","17","HNRNPH1","ensembl_havana","protein_coding","ENST00000504779","6","HNRNPH1-211","havana","nonsense_mediated_decay",NA,"5","3","ENSE00002048802","1",NA,NA,NA,TRUE
"ENSG00000169045.914385","5","havana","exon",179621843,179621976,"-","ENSG00000169045","17","HNRNPH1","ensembl_havana","protein_coding","ENST00000512273","5","HNRNPH1-219","havana","nonsense_mediated_decay",NA,"4","3","ENSE00002048802","1",NA,NA,NA,TRUE
"ENSG00000169057.1277925","X","havana","exon",154058399,154058566,"-","ENSG00000169057","22","MECP2","ensembl_havana","protein_coding","ENST00000369957","5","MECP2-202","havana","nonsense_mediated_decay",NA,"3","3","ENSE00001695562","1",NA,NA,NA,TRUE
"ENSG00000169064.630265","3","havana","exon",167282238,167282442,"-","ENSG00000169064","12","ZBBX","ensembl_havana","protein_coding","ENST00000494898","5","ZBBX-213","havana","nonsense_mediated_decay","cds_start_NF","2","1","ENSE00001855757","1",NA,NA,NA,TRUE
"ENSG00000169064.630278","3","havana","exon",167248608,167248649,"-","ENSG00000169064","12","ZBBX","ensembl_havana","protein_coding","ENST00000492642","5","ZBBX-212","havana","nonsense_mediated_decay","cds_start_NF","5","2","ENSE00003554287","1",NA,NA,NA,TRUE
"ENSG00000169064.630336","3","havana","exon",167252126,167252211,"-","ENSG00000169064","12","ZBBX","ensembl_havana","protein_coding","ENST00000464922","5","ZBBX-206","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00003615446","1",NA,NA,NA,TRUE
"ENSG00000169083.1232056","X","havana","exon",67680720,67681003,"+","ENSG00000169083","17","AR","ensembl_havana","protein_coding","ENST00000514029","5","AR-206","havana","nonsense_mediated_decay",NA,"1","3","ENSE00002040428","1",NA,NA,NA,TRUE
"ENSG00000169085.1332883","8","havana","exon",66505222,66505528,"+","ENSG00000169085","13","VXN","ensembl_havana","protein_coding","ENST00000460144","5","VXN-203","havana","nonsense_mediated_decay",NA,"5","3","ENSE00001943739","1",NA,NA,NA,TRUE
"ENSG00000169085.1332900","8","havana","exon",66498825,66498918,"+","ENSG00000169085","13","VXN","ensembl_havana","protein_coding","ENST00000450307","7","VXN-202","havana","nonsense_mediated_decay",NA,"5","3","ENSE00003420051","1",NA,NA,NA,TRUE
"ENSG00000169118.2139873","15","havana","exon",64189341,64189480,"-","ENSG00000169118","18","CSNK1G1","ensembl_havana","protein_coding","ENST00000606225","1","CSNK1G1-203","havana","nonsense_mediated_decay",NA,"1","10","ENSE00003695664","1",NA,NA,NA,TRUE
"ENSG00000169126.1680794","10","havana","exon",27800792,27800852,"-","ENSG00000169126","16","ARMC4","ensembl_havana","protein_coding","ENST00000673384","1","ARMC4-211","havana","nonsense_mediated_decay",NA,NA,"15","ENSE00003896092","1",NA,NA,NA,TRUE
"ENSG00000169131.913054","5","havana","exon",178726075,178726227,"-","ENSG00000169131","13","ZNF354A","ensembl_havana","protein_coding","ENST00000518048","1","ZNF354A-202","havana","nonsense_mediated_decay",NA,"4","4","ENSE00002116396","1",NA,NA,NA,TRUE
"ENSG00000169139.1324160","8","havana","exon",48050260,48050508,"+","ENSG00000169139","12","UBE2V2","ensembl_havana","protein_coding","ENST00000518360","5","UBE2V2-202","havana","nonsense_mediated_decay","cds_start_NF","2","4","ENSE00002109040","1",NA,NA,NA,TRUE
"ENSG00000169139.1324193","8","havana","exon",48043499,48043626,"+","ENSG00000169139","12","UBE2V2","ensembl_havana","protein_coding","ENST00000520595","2","UBE2V2-203","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00002122871","1",NA,NA,NA,TRUE
"ENSG00000169169.2759925","19","havana","exon",49696482,49696602,"+","ENSG00000169169","14","CPT1C","ensembl_havana","protein_coding","ENST00000594038","5","CPT1C-205","havana","nonsense_mediated_decay",NA,"3","4","ENSE00003152134","1",NA,NA,NA,TRUE
"ENSG00000169169.2759983","19","havana","exon",49696482,49696602,"+","ENSG00000169169","14","CPT1C","ensembl_havana","protein_coding","ENST00000598259","5","CPT1C-216","havana","nonsense_mediated_decay",NA,"2","4","ENSE00003152134","1",NA,NA,NA,TRUE
"ENSG00000169169.2760206","19","havana","exon",49696482,49696602,"+","ENSG00000169169","14","CPT1C","ensembl_havana","protein_coding","ENST00000596922","5","CPT1C-213","havana","nonsense_mediated_decay",NA,"5","3","ENSE00003152134","1",NA,NA,NA,TRUE
"ENSG00000169169.2760260","19","havana","exon",49697385,49697465,"+","ENSG00000169169","14","CPT1C","ensembl_havana","protein_coding","ENST00000595568","5","CPT1C-209","havana","nonsense_mediated_decay",NA,"5","3","ENSE00003083540","1",NA,NA,NA,TRUE
"ENSG00000169180.2245074","16","havana","exon",28152930,28152964,"-","ENSG00000169180","11","XPO6","ensembl_havana","protein_coding","ENST00000566175","1","XPO6-210","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00003530075","1",NA,NA,NA,TRUE
"ENSG00000169184.2819353","22","havana","exon",27750776,27751096,"-","ENSG00000169184","6","MN1","ensembl_havana","protein_coding","ENST00000424656","1","MN1-202","havana","nonsense_mediated_decay","cds_start_NF","5","2","ENSE00001731014","1",NA,NA,NA,TRUE
"ENSG00000169189.2243882","16","havana","exon",27241353,27241889,"-","ENSG00000169189","17","NSMCE1","ensembl_havana","protein_coding","ENST00000569236","5","NSMCE1-214","havana","nonsense_mediated_decay",NA,"2","4","ENSE00002582979","1",NA,NA,NA,TRUE
"ENSG00000169189.2243928","16","havana","exon",27241799,27241889,"-","ENSG00000169189","17","NSMCE1","ensembl_havana","protein_coding","ENST00000566087","5","NSMCE1-211","havana","nonsense_mediated_decay",NA,"5","3","ENSE00003476330","1",NA,NA,NA,TRUE
"ENSG00000169203.2250564","16","havana","exon",29491467,29491697,"-","ENSG00000169203","16","NPIPB12","ensembl_havana","protein_coding","ENST00000549733","5","NPIPB12-204","havana","nonsense_mediated_decay","cds_start_NF","4","3","ENSE00002349067","1",NA,NA,NA,TRUE
"ENSG00000169203.2250581","16","havana","exon",29499998,29500083,"-","ENSG00000169203","16","NPIPB12","ensembl_havana","protein_coding","ENST00000551448","5","NPIPB12-207","havana","nonsense_mediated_decay",NA,"3","3","ENSE00002394515","1",NA,NA,NA,TRUE
"ENSG00000169203.2250601","16","havana","exon",29488023,29488091,"-","ENSG00000169203","16","NPIPB12","ensembl_havana","protein_coding","ENST00000552123","1","NPIPB12-208","havana","nonsense_mediated_decay","cds_start_NF","4","2","ENSE00002412574","1",NA,NA,NA,TRUE
"ENSG00000169203.2250631","16","havana","exon",29499998,29500274,"-","ENSG00000169203","16","NPIPB12","ensembl_havana","protein_coding","ENST00000547235","5","NPIPB12-202","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00002367290","1",NA,NA,NA,TRUE
"ENSG00000169203.2250650","16","havana","exon",29500143,29500274,"-","ENSG00000169203","16","NPIPB12","ensembl_havana","protein_coding","ENST00000550690","1","NPIPB12-206","havana","nonsense_mediated_decay",NA,"5","3","ENSE00002401714","1",NA,NA,NA,TRUE
"ENSG00000169230.908776","5","havana","exon",177304576,177304850,"+","ENSG00000169230","10","PRELID1","ensembl_havana","protein_coding","ENST00000510797","1","PRELID1-207","havana","nonsense_mediated_decay",NA,"3","2","ENSE00002060011","1",NA,NA,NA,TRUE
"ENSG00000169230.908791","5","havana","exon",177305915,177305984,"+","ENSG00000169230","10","PRELID1","ensembl_havana","protein_coding","ENST00000504594","5","PRELID1-205","havana","nonsense_mediated_decay",NA,"3","3","ENSE00002084005","1",NA,NA,NA,TRUE
"ENSG00000169239.1198314","X","havana","exon",15766912,15767026,"+","ENSG00000169239","13","CA5B","ensembl_havana","protein_coding","ENST00000478341","1","CA5B-206","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00001832406","1",NA,NA,NA,TRUE
"ENSG00000169241.171773","1","ensembl_havana","exon",155136299,155136396,"+","ENSG00000169241","19","SLC50A1","ensembl_havana","protein_coding","ENST00000488609","5","SLC50A1-210","ensembl_havana","nonsense_mediated_decay",NA,"3","2","ENSE00001816996","1",NA,NA,NA,TRUE
"ENSG00000169247.886109","5","havana","exon",149003726,149003842,"-","ENSG00000169247","12","SH3TC2","ensembl_havana","protein_coding","ENST00000504690","5","SH3TC2-206","havana","nonsense_mediated_decay",NA,"5","17","ENSE00003619885","1",NA,NA,NA,TRUE
"ENSG00000169247.886167","5","havana","exon",149006134,149006251,"-","ENSG00000169247","12","SH3TC2","ensembl_havana","protein_coding","ENST00000643113","1","SH3TC2-216","havana","nonsense_mediated_decay","cds_start_NF",NA,"2","ENSE00003830841","1",NA,NA,NA,TRUE
"ENSG00000169247.886187","5","havana","exon",149034391,149034520,"-","ENSG00000169247","12","SH3TC2","ensembl_havana","protein_coding","ENST00000504517","5","SH3TC2-205","havana","nonsense_mediated_decay","cds_start_NF","2","4","ENSE00003647618","1",NA,NA,NA,TRUE
"ENSG00000169247.886221","5","havana","exon",149026860,149028718,"-","ENSG00000169247","12","SH3TC2","ensembl_havana","protein_coding","ENST00000510779","1","SH3TC2-208","havana","nonsense_mediated_decay","cds_start_NF","1","2","ENSE00002081341","1",NA,NA,NA,TRUE
"ENSG00000169247.886352","5","havana","exon",149045894,149045961,"-","ENSG00000169247","12","SH3TC2","ensembl_havana","protein_coding","ENST00000511307","5","SH3TC2-209","havana","nonsense_mediated_decay",NA,"2","4","ENSE00003470396","1",NA,NA,NA,TRUE
"ENSG00000169299.691328","4","havana","exon",37839517,37839683,"+","ENSG00000169299","14","PGM2","ensembl_havana","protein_coding","ENST00000515668","5","PGM2-205","havana","nonsense_mediated_decay",NA,"1","5","ENSE00003604793","1",NA,NA,NA,TRUE
"ENSG00000169299.691351","4","havana","exon",37839517,37839683,"+","ENSG00000169299","14","PGM2","ensembl_havana","protein_coding","ENST00000505986","5","PGM2-202","havana","nonsense_mediated_decay",NA,"2","5","ENSE00003604793","1",NA,NA,NA,TRUE
"ENSG00000169299.691374","4","havana","exon",37839858,37839931,"+","ENSG00000169299","14","PGM2","ensembl_havana","protein_coding","ENST00000512556","1","PGM2-204","havana","nonsense_mediated_decay",NA,"2","3","ENSE00003472843","1",NA,NA,NA,TRUE
"ENSG00000169302.884413","5","havana","exon",147375027,147375218,"+","ENSG00000169302","16","STK32A","ensembl_havana","protein_coding","ENST00000648628","1","STK32A-210","havana","nonsense_mediated_decay",NA,NA,"12","ENSE00003836526","1",NA,NA,NA,TRUE
"ENSG00000169330.2166959","15","havana","exon",79463695,79463760,"+","ENSG00000169330","8","MINAR1","ensembl_havana","protein_coding","ENST00000559272","1","MINAR1-202","havana","nonsense_mediated_decay",NA,"1","3","ENSE00002544406","1",NA,NA,NA,TRUE
"ENSG00000169347.2234857","16","havana","exon",20326256,20326418,"-","ENSG00000169347","16","GP2","ensembl_havana","protein_coding","ENST00000574982","1","GP2-208","havana","nonsense_mediated_decay","cds_start_NF","3","1","ENSE00002666509","1",NA,NA,NA,TRUE
"ENSG00000169359.623007","3","havana","exon",155845013,155845076,"-","ENSG00000169359","16","SLC33A1","ensembl_havana","protein_coding","ENST00000642438","1","SLC33A1-206","havana","nonsense_mediated_decay",NA,NA,"2","ENSE00003826754","1",NA,NA,NA,TRUE
"ENSG00000169359.623021","3","havana","exon",155853108,155854456,"-","ENSG00000169359","16","SLC33A1","ensembl_havana","protein_coding","ENST00000644855","1","SLC33A1-209","havana","nonsense_mediated_decay",NA,NA,"1","ENSE00003826103","1",NA,NA,NA,TRUE
"ENSG00000169372.1883012","12","havana","exon",93859319,93859442,"+","ENSG00000169372","13","CRADD","ensembl_havana","protein_coding","ENST00000551065","5","CRADD-209","havana","nonsense_mediated_decay",NA,"2","3","ENSE00002348530","1",NA,NA,NA,TRUE
"ENSG00000169402.1060524","7","ensembl_havana","exon",6781328,6781574,"+","ENSG00000169402","15","RSPH10B2","ensembl_havana","protein_coding","ENST00000485920","2","RSPH10B2-208","ensembl_havana","nonsense_mediated_decay","cds_start_NF","5","8","ENSE00002305267","1",NA,NA,NA,TRUE
"ENSG00000169427.1375086","8","havana","exon",139616386,139619099,"-","ENSG00000169427","8","KCNK9","ensembl_havana","protein_coding","ENST00000649473","1","KCNK9-210","havana","nonsense_mediated_decay","cds_start_NF",NA,"2","ENSE00002094330","2",NA,NA,NA,TRUE
"ENSG00000169427.1375099","8","havana","exon",139616386,139619099,"-","ENSG00000169427","8","KCNK9","ensembl_havana","protein_coding","ENST00000649696","1","KCNK9-211","havana","nonsense_mediated_decay",NA,NA,"3","ENSE00002094330","2",NA,NA,NA,TRUE
"ENSG00000169432.399108","2","havana","exon",166272399,166272498,"-","ENSG00000169432","16","SCN9A","ensembl_havana","protein_coding","ENST00000667201","1","SCN9A-214","havana","nonsense_mediated_decay",NA,NA,"9","ENSE00003854287","1",NA,NA,NA,TRUE
"ENSG00000169432.399124","2","havana","exon",166259206,166259287,"-","ENSG00000169432","16","SCN9A","ensembl_havana","protein_coding","ENST00000643319","1","SCN9A-208","havana","nonsense_mediated_decay","cds_start_NF",NA,"2","ENSE00003823746","1",NA,NA,NA,TRUE
"ENSG00000169432.399214","2","havana","exon",166307149,166307277,"-","ENSG00000169432","16","SCN9A","ensembl_havana","protein_coding","ENST00000667991","1","SCN9A-215","havana","nonsense_mediated_decay",NA,NA,"2","ENSE00003860512","1",NA,NA,NA,TRUE
"ENSG00000169504.40698","1","havana","exon",24840773,24842587,"+","ENSG00000169504","15","CLIC4","ensembl_havana","protein_coding","ENST00000488683","1","CLIC4-202","havana","nonsense_mediated_decay","CCDS","2","6","ENSE00001860702","1",NA,NA,"CCDS256",TRUE
"ENSG00000169519.1530979","11","havana","exon",28352090,28352158,"+","ENSG00000169519","21","METTL15","ensembl_havana","protein_coding","ENST00000634973","1","METTL15-212","havana","nonsense_mediated_decay",NA,"5","6","ENSE00003785866","1",NA,NA,NA,TRUE
"ENSG00000169519.1531000","11","havana","exon",28352090,28352158,"+","ENSG00000169519","21","METTL15","ensembl_havana","protein_coding","ENST00000634627","1","METTL15-209","havana","nonsense_mediated_decay",NA,"5","6","ENSE00003785866","1",NA,NA,NA,TRUE
"ENSG00000169519.1531015","11","ensembl_havana","exon",28122142,28122180,"+","ENSG00000169519","21","METTL15","ensembl_havana","protein_coding","ENST00000437814","1","METTL15-205","ensembl_havana","nonsense_mediated_decay",NA,"1","3","ENSE00001687105","1",NA,NA,NA,TRUE
"ENSG00000169554.380130","2","havana","exon",144424796,144424953,"-","ENSG00000169554","21","ZEB2","ensembl_havana","protein_coding","ENST00000636732","2","ZEB2-236","havana","nonsense_mediated_decay",NA,"5","4","ENSE00003795206","1",NA,NA,NA,TRUE
"ENSG00000169554.380394","2","havana","exon",144497708,144497764,"-","ENSG00000169554","21","ZEB2","ensembl_havana","protein_coding","ENST00000434448","5","ZEB2-208","havana","nonsense_mediated_decay",NA,"5","3","ENSE00003763257","1",NA,NA,NA,TRUE
"ENSG00000169554.380459","2","havana","exon",144464166,144464342,"-","ENSG00000169554","21","ZEB2","ensembl_havana","protein_coding","ENST00000484313","3","ZEB2-221","havana","nonsense_mediated_decay",NA,"1","3","ENSE00001920703","1",NA,NA,NA,TRUE
"ENSG00000169554.380513","2","havana","exon",144516458,144516553,"-","ENSG00000169554","21","ZEB2","ensembl_havana","protein_coding","ENST00000636445","1","ZEB2-234","havana","nonsense_mediated_decay",NA,"5","4","ENSE00003796000","1",NA,NA,NA,TRUE
"ENSG00000169567.860852","5","havana","exon",131162362,131162477,"-","ENSG00000169567","12","HINT1","ensembl_havana","protein_coding","ENST00000511475","5","HINT1-207","havana","nonsense_mediated_decay",NA,"3","3","ENSE00003613047","1",NA,NA,NA,TRUE
